name,path,sha256,size,words,modified,description
product-tracking-audit-current-tracking,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-audit-current-tracking/SKILL.md,ec03dd86c48f,13633,1814,2026-05-15T11:44:44.364621,>
generate-project-plan,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/workflow-skills/generate-project-plan/SKILL.md,0cc7b780099b,27518,3901,2026-05-15T11:44:43.498046,Generate a FigJam project plan board from a PRD plus codebase context. Interactive flow: research → propose sections → per-section deep research → per-section content + block-shape proposal → create F
figma-generate-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-generate-design/SKILL.md,c74d817d762e,26473,3508,2026-05-15T11:44:43.485774,"Use this skill alongside figma-use when the task involves translating an application page, view, or multi-section layout into Figma. Triggers: 'write to Figma', 'create in Figma from code', 'push page"
figma-generate-diagram,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-generate-diagram/SKILL.md,b4b91a280dca,9792,1439,2026-05-15T11:44:43.485934,"MANDATORY prerequisite — load this skill BEFORE every `generate_diagram` tool call. NEVER call `generate_diagram` directly without loading this skill first. Trigger whenever the user asks to create, g"
figma-create-new-file,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-create-new-file/SKILL.md,82e0a018692d,3946,580,2026-05-15T11:44:43.485570,**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `create_new_file` tool call. NEVER call `create_new_file` directly without loading this skill first. Trigger whenever the user want
figma-generate-library,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-generate-library/SKILL.md,1e3a267c93eb,19105,2579,2026-05-15T11:44:43.488141,"Build or update a professional-grade design system in Figma from a codebase. Use when the user wants to create variables/tokens, build component libraries, set up theming (light/dark modes), document "
figma-use,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-use/SKILL.md,8901adb0a269,27158,3720,2026-05-15T11:44:43.493670,"**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug f"
figma-use-figjam,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-use-figjam/SKILL.md,c9829338417c,5082,652,2026-05-15T11:44:43.491580,This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.
figma-code-connect,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VUWKAs3gYLNqeKbDtxv1Xs/skills/figma-code-connect/SKILL.md,d69cfc0e2080,25658,3420,2026-05-15T11:44:43.484982,"Creates and maintains Figma Code Connect template files that map Figma components to code snippets. Use when the user mentions Code Connect, Figma component mapping, design-to-code translation, or ask"
user-research,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/user-research/SKILL.md,fa18fc13d0f4,1751,265,2026-05-15T11:44:41.798407,"Plan, conduct, and synthesize user research. Trigger with ""user research plan"", ""interview guide"", ""usability test"", ""survey design"", ""research questions"", or when the user needs help with any aspect "
research-synthesis,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/research-synthesis/SKILL.md,40048615dc81,3014,432,2026-05-15T11:44:41.798200,"Synthesize user research into themes, insights, and recommendations. Use when you have interview transcripts, survey results, usability test notes, support tickets, or NPS responses that need to be di"
ux-copy,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/ux-copy/SKILL.md,d46a00a62ec6,3436,552,2026-05-15T11:44:41.798547,"Write or review UX copy — microcopy, error messages, empty states, CTAs. Trigger with ""write copy for"", ""what should this button say?"", ""review this error message"", or when naming a CTA, wording a con"
design-handoff,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/design-handoff/SKILL.md,38f1efc80792,3953,584,2026-05-15T11:44:41.798038,"Generate developer handoff specs from a design. Use when a design is ready for engineering and needs a spec sheet covering layout, design tokens, component props, interaction states, responsive breakp"
design-critique,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/design-critique/SKILL.md,3a4f260eb9f6,3923,595,2026-05-15T11:44:41.797639,"Get structured design feedback on usability, hierarchy, and consistency. Trigger with ""review this design"", ""critique this mockup"", ""what do you think of this screen?"", or when sharing a Figma link or"
accessibility-review,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/accessibility-review/SKILL.md,ef42982af0d5,4278,637,2026-05-15T11:44:41.797480,"Run a WCAG 2.1 AA accessibility audit on a design or page. Trigger with ""audit accessibility"", ""check a11y"", ""is this accessible?"", or when reviewing a design for color contrast, keyboard navigation, "
design-system,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01XXJmxLXPEhPMmnxmrgntNw/skills/design-system/SKILL.md,fb31bd0144c4,5600,824,2026-05-15T11:44:41.798068,"Audit, document, or extend your design system. Use when checking for naming inconsistencies or hardcoded values across components, writing documentation for a component's variants, states, and accessi"
process-optimization,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/process-optimization/SKILL.md,14099838fdbf,1288,196,2026-05-15T11:44:41.688908,"Analyze and improve business processes. Trigger with ""this process is slow"", ""how can we improve"", ""streamline this workflow"", ""too many steps"", ""bottleneck"", or when the user describes an inefficient"
runbook,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/runbook/SKILL.md,c5c3eaa4c22f,2519,401,2026-05-15T11:44:41.689267,"Create or update an operational runbook for a recurring task or procedure. Use when documenting a task that on-call or ops needs to run repeatably, turning tribal knowledge into exact step-by-step com"
compliance-tracking,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/compliance-tracking/SKILL.md,644d393abdfd,1592,224,2026-05-15T11:44:41.688545,"Track compliance requirements and audit readiness. Trigger with ""compliance"", ""audit prep"", ""SOC 2"", ""ISO 27001"", ""GDPR"", ""regulatory requirement"", or when the user needs help tracking, preparing for,"
risk-assessment,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/risk-assessment/SKILL.md,82e29810a762,1630,235,2026-05-15T11:44:41.689099,"Identify, assess, and mitigate operational risks. Trigger with ""what are the risks"", ""risk assessment"", ""risk register"", ""what could go wrong"", or when the user is evaluating risks associated with a p"
vendor-review,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/vendor-review/SKILL.md,c2a959a7ed06,3170,460,2026-05-15T11:44:41.689557,"Evaluate a vendor — cost analysis, risk assessment, and recommendation. Use when reviewing a new vendor proposal, deciding whether to renew or replace a contract, comparing two vendors side-by-side, o"
capacity-plan,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/capacity-plan/SKILL.md,3b8f1379471e,3487,514,2026-05-15T11:44:41.688216,"Plan resource capacity — workload analysis and utilization forecasting. Use when heading into quarterly planning, the team feels overallocated and you need the numbers, deciding whether to hire or dep"
change-request,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/change-request/SKILL.md,b1ee71cc1fec,3764,567,2026-05-15T11:44:41.688385,"Create a change management request with impact analysis and rollback plan. Use when proposing a system or process change that needs approval, preparing a change record for CAB review, documenting risk"
status-report,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/status-report/SKILL.md,8c3a21075294,2571,386,2026-05-15T11:44:41.689391,"Generate a status report with KPIs, risks, and action items. Use when writing a weekly or monthly update for leadership, summarizing project health with green/yellow/red status, surfacing risks and de"
process-doc,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019TBdWa5NQJJuDFmEc4k6BJ/skills/process-doc/SKILL.md,fceeeddb363e,2503,393,2026-05-15T11:44:41.688755,"Document a business process — flowcharts, RACI, and SOPs. Use when formalizing a process that lives in someone's head, building a RACI to clarify who owns what, writing an SOP for a handoff or audit, "
documentation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01FTLa86dhbVJ3HB1LdHdhN7/skills/documentation/SKILL.md,1d469418f786,1507,239,2026-05-15T11:44:43.383639,"Write and maintain technical documentation. Trigger with ""write docs for"", ""document this"", ""create a README"", ""write a runbook"", ""onboarding guide"", or when the user needs help with any form of techn"
incident-response,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01FTLa86dhbVJ3HB1LdHdhN7/skills/incident-response/SKILL.md,9eaa7a974c90,5669,653,2026-05-15T11:44:43.383833,"Run an incident response workflow — triage, communicate, and write postmortem. Trigger with ""we have an incident"", ""production is down"", an alert that needs severity assessment, a status update mid-in"
tech-debt,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01FTLa86dhbVJ3HB1LdHdhN7/skills/tech-debt/SKILL.md,ed3b4b1450c0,1458,223,2026-05-15T11:44:43.384315,"Identify, categorize, and prioritize technical debt. Trigger with ""tech debt"", ""technical debt audit"", ""what should we refactor"", ""code health"", or when the user asks about code quality, refactoring p"
standup,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01FTLa86dhbVJ3HB1LdHdhN7/skills/standup/SKILL.md,598d90826313,3315,367,2026-05-15T11:44:43.384032,"Generate a standup update from recent activity. Use when preparing for daily standup, summarizing yesterday's commits and PRs and ticket moves, formatting work into yesterday/today/blockers, or struct"
testing-strategy,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01FTLa86dhbVJ3HB1LdHdhN7/skills/testing-strategy/SKILL.md,5c5e95830754,1279,177,2026-05-15T11:44:43.384474,"Design test strategies and test plans. Trigger with ""how should we test"", ""test strategy for"", ""write tests for"", ""test plan"", ""what tests do we need"", or when the user needs help with testing approac"
system-design,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01FTLa86dhbVJ3HB1LdHdhN7/skills/system-design/SKILL.md,8f28eca99f22,1310,191,2026-05-15T11:44:43.384172,"Design systems, services, and architectures. Trigger with ""design a system for"", ""how should we architect"", ""system design for"", ""what's the right architecture for"", or when the user needs help with A"
signature-request,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/signature-request/SKILL.md,bf702fbe7d21,3421,541,2026-05-15T11:44:42.165452,"Prepare and route a document for e-signature — run a pre-signature checklist, configure signing order, and send for execution. Use when a contract is finalized and ready to sign, when verifying entity"
compliance-check,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/compliance-check/SKILL.md,8dff8ebe7eda,14694,2109,2026-05-15T11:44:42.164480,"Run a compliance check on a proposed action, product feature, or business initiative, surfacing applicable regulations, required approvals, and risk areas. Use when launching a feature that touches pe"
legal-response,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/legal-response/SKILL.md,b3a0585ee00a,16174,2307,2026-05-15T11:44:42.164617,"Generate a response to a common legal inquiry using configured templates, with built-in escalation checks for situations that shouldn't use a templated reply. Use when responding to data subject reque"
review-contract,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/review-contract/SKILL.md,3a6413475f51,16708,2345,2026-05-15T11:44:42.165259,"Review a contract against your organization's negotiation playbook — flag deviations, generate redlines, provide business impact analysis. Use when reviewing vendor or customer agreements, when you ne"
vendor-check,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/vendor-check/SKILL.md,38be57a5e9e9,5595,857,2026-05-15T11:44:42.166540,"Check the status of existing agreements with a vendor across all connected systems — CLM, CRM, email, and document storage — with gap analysis and upcoming deadlines. Use when onboarding or renewing a"
brief,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/brief/SKILL.md,7f1d6d63a74e,7014,1010,2026-05-15T11:44:42.164148,"Generate contextual briefings for legal work — daily summary, topic research, or incident response. Use when starting your day and need a scan of legal-relevant items across email, calendar, and contr"
legal-risk-assessment,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/legal-risk-assessment/SKILL.md,9f7985e3a98a,12581,1787,2026-05-15T11:44:42.164850,"Assess and classify legal risks using a severity-by-likelihood framework with escalation criteria. Use when evaluating contract risk, assessing deal exposure, classifying issues by severity, or determ"
meeting-briefing,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/meeting-briefing/SKILL.md,4d19bc2ddb21,8990,1334,2026-05-15T11:44:42.165080,"Prepare structured briefings for meetings with legal relevance and track resulting action items. Use when preparing for contract negotiations, board meetings, compliance reviews, or any meeting where "
triage-nda,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_012ABz1xjgtJYWKrcJkXW6ad/skills/triage-nda/SKILL.md,767a8f675926,14583,2122,2026-05-15T11:44:42.165650,"Rapidly triage an incoming NDA and classify it as GREEN (standard approval), YELLOW (counsel review), or RED (full legal review). Use when a new NDA arrives from sales or business development, when sc"
scientific-problem-selection,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01DZdK2sP1iWnY1hRYRcFc9W/skills/scientific-problem-selection/SKILL.md,9ec99e3e5b2f,11184,1613,2026-05-15T11:44:42.795072,"This skill should be used when scientists need help with research problem selection, project ideation, troubleshooting stuck projects, or strategic scientific decisions. Use this skill when users ask "
start,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01DZdK2sP1iWnY1hRYRcFc9W/skills/start/SKILL.md,6016fe5c2895,3526,495,2026-05-15T11:44:42.800664,"Set up your bio-research environment and explore available tools. Use when first getting oriented with the plugin, checking which literature, drug-discovery, or visualization MCP servers are connected"
single-cell-rna-qc,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01DZdK2sP1iWnY1hRYRcFc9W/skills/single-cell-rna-qc/SKILL.md,49cb573916de,7980,966,2026-05-15T11:44:42.799982,"Performs quality control on single-cell RNA-seq data (.h5ad or .h5 files) using scverse best practices with MAD-based filtering and comprehensive visualizations. Use when users request QC analysis, fi"
scvi-tools,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01DZdK2sP1iWnY1hRYRcFc9W/skills/scvi-tools/SKILL.md,03a69b32b77d,7423,876,2026-05-15T11:44:42.796649,"Deep learning for single-cell analysis using scvi-tools. This skill should be used when users need (1) data integration and batch correction with scVI/scANVI, (2) ATAC-seq analysis with PeakVI, (3) CI"
nextflow-development,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01DZdK2sP1iWnY1hRYRcFc9W/skills/nextflow-development/SKILL.md,f30017df5d49,8828,1044,2026-05-15T11:44:42.791616,"Run nf-core bioinformatics pipelines (rnaseq, sarek, atacseq) on sequencing data. Use when analyzing RNA-seq, WGS/WES, or ATAC-seq data—either local FASTQs or public datasets from GEO/SRA. Triggers on"
instrument-data-to-allotrope,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01DZdK2sP1iWnY1hRYRcFc9W/skills/instrument-data-to-allotrope/SKILL.md,6167bf1731e5,10726,1384,2026-05-15T11:44:42.789091,"Convert laboratory instrument output files (PDF, CSV, Excel, TXT) to Allotrope Simple Model (ASM) JSON format or flattened 2D CSV. Use this skill when scientists need to standardize instrument data fo"
write-query,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/write-query/SKILL.md,4c7ef791db1f,4753,721,2026-05-15T11:44:42.738432,"Write optimized SQL for your dialect with best practices. Use when translating a natural-language data need into SQL, building a multi-CTE query with joins and aggregations, optimizing a query against"
validate-data,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/validate-data/SKILL.md,1e4248220434,14916,2207,2026-05-15T11:44:42.738321,"QA an analysis before sharing -- methodology, accuracy, and bias checks. Use when reviewing an analysis before a stakeholder presentation, spot-checking calculations and aggregation logic, verifying a"
data-context-extractor,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/data-context-extractor/SKILL.md,6d05dec52ac3,7233,1054,2026-05-15T11:44:42.736501,>
sql-queries,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/sql-queries/SKILL.md,dbd5a5e2d563,11126,1372,2026-05-15T11:44:42.737972,"Write correct, performant SQL across all major data warehouse dialects (Snowflake, BigQuery, Databricks, PostgreSQL, etc.). Use when writing queries, optimizing slow SQL, translating between dialects,"
build-dashboard,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/build-dashboard/SKILL.md,6f23faa0b266,26002,2705,2026-05-15T11:44:42.736253,"Build an interactive HTML dashboard with charts, filters, and tables. Use when creating an executive overview with KPI cards, turning query results into a shareable self-contained report, building a t"
data-visualization,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/data-visualization/SKILL.md,5811e8b3547c,11051,1326,2026-05-15T11:44:42.737660,"Create effective data visualizations with Python (matplotlib, seaborn, plotly). Use when building charts, choosing the right chart type for a dataset, creating publication-quality figures, or applying"
explore-data,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/explore-data/SKILL.md,af7590fa6163,11520,1675,2026-05-15T11:44:42.737815,"Profile and explore a dataset to understand its shape, quality, and patterns. Use when encountering a new table or file, checking null rates and column distributions, spotting data quality issues like"
create-viz,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/create-viz/SKILL.md,3b13a9c2c9d2,5151,771,2026-05-15T11:44:42.736376,"Create publication-quality visualizations with Python. Use when turning query results or a DataFrame into a chart, selecting the right chart type for a trend or comparison, generating a plot for a rep"
statistical-analysis,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/statistical-analysis/SKILL.md,91a15cfc144e,10434,1552,2026-05-15T11:44:42.738138,"Apply statistical methods including descriptive stats, trend analysis, outlier detection, and hypothesis testing. Use when analyzing distributions, testing for significance, detecting anomalies, compu"
analyze,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VTbvGZYaCVU2CNSvhDCnkg/skills/analyze/SKILL.md,4ee816363d94,4432,675,2026-05-15T11:44:42.736080,"Answer data questions -- from quick lookups to full analyses. Use when looking up a single metric, investigating what's driving a trend or drop, comparing segments over time, or preparing a formal dat"
cowork-plugin-customizer,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_0155zZVATbJU3jHUmPP9NvMC/skills/cowork-plugin-customizer/SKILL.md,d7a9455692f2,9702,1390,2026-05-15T11:44:41.147601,>
create-cowork-plugin,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_0155zZVATbJU3jHUmPP9NvMC/skills/create-cowork-plugin/SKILL.md,476971742650,13354,1848,2026-05-15T11:44:41.148943,>
roadmap-update,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/roadmap-update/SKILL.md,bdb121e290b5,12372,1924,2026-05-15T11:44:41.174357,"Update, create, or reprioritize your product roadmap. Use when adding a new initiative and deciding what moves to make room, shifting priorities after new information comes in, moving timelines due to"
stakeholder-update,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01AYHYqVLaZRH2Vi6aHgDwEw/skills/stakeholder-update/SKILL.md,bcdb8ee95dc3,14677,2328,2026-05-15T11:44:41.174810,"Generate a stakeholder update tailored to audience and cadence. Use when writing a weekly or monthly status for leadership, announcing a launch, escalating a risk or blocker, or translating the same p"
